passage,species1_form,species2_form,interaction_form,triplet_key,doc_id,field
"G. hartmani workers do not actively maintain or modify fungus gardens, which makes them less efficient exploiters than Megalomyrmex, the only other agro-predatory ant species known so far.",fungus,Megalomyrmex,predatory,ott:737448;ott:805326;RO_0002439,14676954,abstract
"The Canonical Correspondence Analysis showed two groups: the first grouped the ponds, associated with high values of nitrite, nitrate, ammonia, conductivity, temperature, and the abundance of the ectoparasites C. halli, C. dossoui, Scutogyrus longicornis, C. sclerosus and T. compacta.",ammonia,Scutogyrus longicornis,ectoparasites,ott:4537297;ott:687861;RO_0002632,36041793,abstract
"Mycoplasma bovis, one of the major pathogens of bovine respiratory disease, binds to respiratory epithelial cells resulting in severe pneumonia and tissue damage.",Mycoplasma bovis,bovine,pathogens of,ott:338010;ott:490099;RO_0002556,30076003,abstract
4)Aedes togoi was proved to be the most suitable host for this species of microfilaria malayi in the above endemic areas.,Aedes togoi,microfilaria,host for,ott:974207;ott:4989370;RO_0002453,12913548,abstract
"P. aeruginosa, S. marcescens, E. aerogenes, Citrobacter and Achromobacter: CTM, CMZ and CFX were not effective against these pathogens.",Citrobacter,Achromobacter,pathogens,ott:355482;ott:749161;RO_0002556,6317908,abstract
"Field trials were conducted during 1986, 1988, 1989, and 1991 to compare the effects of 1,3-dichloropropene, fenamiphos, and carbofuran on yield and quality of chile peppers (Capsicum annuum) in soil infested with Meloidogyne incognita.",Capsicum annuum,Meloidogyne incognita,infested,ott:473836;ott:313700;RO_e000005,19279948,abstract
The percent parasitic contamination of unwashed samples was highest for leek (66.7%) and lowest for radish (20.7%).,leek,radish,contamination,ott:748378;ott:359073;RO_e000002,20491596,abstract
Rice plant (Oryza sativa L.) cultivation in Cd- and As- contaminated paddy soil is regarded as one of the main dietary cause of Cd and As entry in human beings.,Oryza sativa,human,contaminated,ott:709894;ott:770315;RO_e000001,34688646,abstract
In Lower Priamurje in summer of 1977-1979 Microtus evoronensis was parasitized mainly by fleas of Ceratophyllus calcarifer.,Microtus evoronensis,Ceratophyllus calcarifer,parasitized,ott:422778;ott:993508;RO_0002445,6384896,abstract
"We here describe cooperative hunting of Galapagos sea lions (Zalophus wollebaeki) for Amberstripe scad (Decapterus muroadsi), a schooling, fast swimming semipelagic fish.",Zalophus wollebaeki,Decapterus muroadsi,hunting,ott:842211;ott:783892;RO_e000011,34306617,abstract
"BACKGROUND A rice associated bacterium Burkholderia gladioli strain NGJ1 demonstrates mycophagy, a phenomenon wherein bacteria feed on fungi.",Burkholderia gladioli,fungi,feed on,ott:929524;ott:352914;RO_e000007,32689944,abstract
"Newly detected viral pathogens include Sin-nombre virus (pulmonary Hanta virus syndrome), Nipah- and Hendra virus and avian influenza.",Hendra virus,avian,pathogens,ncbitaxon_viruses:3052223;ott:81461;RO_0002556,10935415,abstract
Rhesus macaques (Macaca mulatta) are natural hosts of specific Staphylococcus aureus lineages.,Macaca mulatta,Staphylococcus aureus,hosts of,ott:689650;ott:1090496;RO_0002453,22028827,title
Our results show that regions of lowest brain-endocast disparity are associated with regions of bony reinforcement directly adjacent to masticatory musculature for the mandible except in Neoceratodus and Latimeria.,Neoceratodus,Latimeria,adjacent to,ott:773503;ott:773490;RO_e000027,33047053,abstract
"For low trophic level species, total Hg (THg) concentrations were low (from 27±2ngTHgg(-1)dw in asiatic clam Corbicula fluminea to 418±114ngTHgg(-1)dw in crayfish Procambarus clarkii).",Corbicula fluminea,Procambarus clarkii,trophic,ott:406871;ott:79864;RO_0002438,23466146,abstract
The recent invasion of Callinectes sapidus in the Lesina Lagoon has raised great concern about its potential impacts on the ecosystem and on local fisheries.,Callinectes sapidus,Lesina,invasion,ott:182906;ott:3489342;RO_e000045,36867967,abstract
"In the rainy season, with 33 six-month-old ewe lambs, nine Suffolk, eight Ile de France and 16 Santa Inês, the DLWG was not affected by breed, but it was twice as great (71 g/day, p < 0.05) on Aruana as on Tanzânia grass (30 g/day).",lambs,Aruana,affected by,ott:70819;ott:3548194;RO_e000056,17847820,abstract
"Xanthomonas oryzae pv. oryzae (Xoo) is one of the most important bacterial pathogens in rice and has PHA biosynthesis genes in its genome, but the biological function of phaR in Xoo is unknown.",Xanthomonas oryzae pv. oryzae,PHA,pathogens,ott:637255;ott:879612;RO_0002556,30619137,abstract
quinquefasciatus were fed on a domestic canary infected with a fresh isolate of Plasmodium relictum GRW4 from a wild-caught Hawaiian honeycreeper.,canary,Plasmodium relictum,fed on,ott:464865;ott:902756;RO_e000007,36038897,abstract
"Given that pigs are among the animals most affected by coronavirus and highly homologous to humans, weaned piglets and IPEC-J2 cells were respectively chosen as in vivo and in vitro model to explore the impacts of deoxynivalenol (DON), the most abundant trichothecene mycotoxin in feed, on porcine epidemic diarrhea virus (PEDV) infection and the mechanisms involved.",humans,porcine epidemic diarrhea virus,affected by,ott:770309;ncbitaxon_viruses:28295;RO_e000056,32673909,abstract
"In addition, various volumes of a solution (0.125 M sucrose plus Amaranth dye) were fed to 3-d-old adult female house flies to quantify the crop contraction rate as affected by crop volume.",Amaranth,house flies,affected by,ott:317802;ott:484752;RO_e000056,32287359,abstract
"[The life cycle of the trematode Acanthostomum imbutiforme (Molin, 1859) Gohar, 1934, parasite of Morone labrax (Linne, 1758)].",Acanthostomum imbutiforme,Morone labrax,parasite of,ott:3671995;ott:3549;RO_0002444,4728601,title
The M2-1 protein of human respiratory syncytial virus (HRSV) is a transcription anti-terminator that regulates the processivity of the HRSV RNA-dependent RNA polymerase (RdRP).,human respiratory syncytial virus,terminator,regulates,ncbitaxon_viruses:11250;ott:4562598;RO_0002211,32697936,abstract
Unravelling soybean responses to early and late Tetranychus urticae (Acari: Tetranychidae) infestation.,soybean,Tetranychus urticae,infestation,ott:681762;ott:106112;RO_e000005,39250320,title
"Although susceptibility of aphid (Myzus persicae) infestation was similar in all lines, the WHIRLY1-deficient plants showed altered responses to nitrogen deficiency, maintaining higher photosynthetic CO2 assimilation rates than the wild type under limiting nitrogen.",aphid,Myzus persicae,infestation,ott:3449684;ott:785522;RO_e000005,25944826,abstract
"Two distinct E3 ubiquitin ligases, Neuralized (Neur) and Mind bomb (Mib), have been shown to regulate Dl signaling in Drosophila melanogaster and Danio rerio, respectively.",Drosophila melanogaster,Danio rerio,regulate,ott:505714;ott:1005914;RO_0002211,15760269,abstract
Strain E19T is a plant growth-promoting rhizobacterium able to colonize the rhizosphere of barley and to promote its growth only under salt stress conditions.,rhizobacterium,barley,colonize,ott:263867;ott:657948;RO_e000053,31583244,abstract
"Certain bat species serve as natural reservoirs for pathogens in several key viral families including henipa-, lyssa-, corona-, and filoviruses, which may pose serious threats to human health.",lyssa,human,pathogens,ott:692848;ott:770315;RO_0002556,27660213,abstract
"The sensitivity to thiacloprid and lambda-cyhalothrin ingested from prey organisms was studied in Coccinella septempunctata and Harmonia axyridis, since the effect of ingestion exposure to these insecticides is unknown in these species.",Coccinella septempunctata,Harmonia axyridis,prey,ott:343294;ott:258281;RO_0002458,34064985,abstract
"This study isolated a fungus strain from soils contaminated by cadmium (Cd) and lead (Pb) in Zhalong Wetland (China), which was identified as Simplicillium chinense QD10 via both genotypic and phenotypic analysis.",fungus,Simplicillium chinense,contaminated by,ott:737448;ott:426379;RO_e000001,31479903,abstract
"The effects of lumicolchicine, colchicine, vinblastine and cold temperature on the pigment migration in melanophores and xanthophores of Fundulus heteroclitus and Oryzias latipes were examined by light and electron microscopy.",Fundulus heteroclitus,Oryzias latipes,migration,ott:583633;ott:942673;RO_e000046,670923,abstract
Factors affecting the rate of T-DNA transfer from Agrobacterium tumefaciens to Nicotiana glauca plant cells.,Agrobacterium tumefaciens,Nicotiana glauca,affecting,ott:313954;ott:222783;RO_e000055,1511127,title
"Rhododendron was particularly affected by short periods of scarce rainfall, which negatively affected gas exchange and photochemistry, and reduced the remobilization of leaf N and P. Mountain pine was the most tolerant species since alterations of gas exchange, photochemistry and Δ13C were not observed.",Rhododendron,Mountain pine,affected by,ott:66726;ott:1069751;RO_e000056,27784825,abstract
Pseudomonas aureofaciens 30-84 is a soilborne bacterium that colonizes the wheat rhizosphere.,Pseudomonas aureofaciens,wheat,colonizes,ott:583796;ott:31926;RO_e000053,9401023,abstract
"BACKGROUND Feline parvovirus (FPV) is a member of the family Parvoviridae, which is a major enteric pathogen of cats worldwide.",Feline parvovirus,cats,pathogen of,ncbitaxon_viruses:10785;ott:563166;RO_0002556,35606875,abstract
"The development, route of migration, and pathogenesis of Crenosoma mephitidis in the skunk (Mephitis mephitis).",Crenosoma mephitidis,Mephitis mephitis,migration,ott:302649;ott:231602;RO_e000046,4837263,title
The chloroplast genome of C. hongheensis reported here will contribute to further comparative chloroplast genome of Cycads and helpful to study the phylogeography of Cycadaceae.,chloroplast,Cycadaceae,contribute to,ott:5268918;ott:99242;RO_0002326,34869896,abstract
"The most abundant plant RNA virus sequences were from pepper mild mottle virus, a major pathogen of red peppers; this constituted 95% of the total RNA virus sequences identified throughout the fermentation period.",pepper mild mottle virus,peppers,pathogen of,ncbitaxon_viruses:12239;ott:473824;RO_0002556,24836186,abstract
Chemopreventive effects of a Tamarindus indica fruit extract against colon carcinogenesis depends on the dietary cholesterol levels in hamsters.,Tamarindus indica,hamsters,depends on,ott:812370;ott:917323;RO_0002502,28687269,title
"Observations were also made of microplastic contamination in ingested sand eels, Ammodytes tobianus, to establish a potential route of trophic transfer.",sand eels,Ammodytes tobianus,trophic,ott:874778;ott:109648;RO_0002438,29674213,abstract
The use of feline herpesvirus and baculovirus as vaccine vectors for the gag and env genes of feline leukaemia virus.,feline herpesvirus,baculovirus,vectors for,ncbitaxon_viruses:10334;ncbitaxon_viruses:10469;RO_0002459,1321214,title
Morphological and molecular study of Didymodiclinus marginati n. sp. (Trematoda: Didymozoidae) gill parasite of Epinephelus marginatus from the central and western Mediterranean Sea.,Didymodiclinus,Epinephelus marginatus,parasite of,ott:3666968;ott:733897;RO_0002444,35621071,title
The tobacco cyst nematode Globodera tabacum (Lownsbery & Lowns-bery) Behrens is a damaging soilborne pathogen of shade and broadleaf tobacco in the United States (2).,tobacco,Globodera tabacum,pathogen of,ott:222787;ott:1082736;RO_0002556,30786618,abstract
"This work presents microplastic contamination levels and trends of sediments of four Portuguese inland waters, namely Ria de Aveiro, Ria Formosa, Mira river, and Mondego river, between 02/2019 and 09/2020.",Formosa,Mira,contamination,ott:722452;ott:3317069;RO_e000002,35390385,abstract
Previous studies determined that safflower oil administration provided protection against the embryotoxicity seen following ingestion of 10% snakeweed (Gutierrezia microcephala) throughout pregnancy.,safflower,Gutierrezia microcephala,ingestion,ott:1061541;ott:3898452;RO_e000009,8592831,abstract
