Sentence,label,passage,spans
methods spontaneously beating isolated working rabbit hearts perfused with modified krebshenseleit buffer containing 12 mm palmitate bound to 3 bovine serum albumin were subjected to 15 min of aerobic perfusion followed by 35 min of global noflow ischaemia and 30 min of aerobic reperfusion,0,,"[(-1, -1)]"
the intrinsic and commissural projection of the vestibular nuclei were investigated by means of retrograde transport of normal hrp and wheatgermagglutinated horseradish peroxidase wgahrp,0,,"[(-1, -1)]"
intranasal inoculation of n fowleri in mice produces an infection similar to human disease,0,,"[(-1, -1)]"
clearances of 113minedta or 99mtc dtpa or 131iiothalamate were compared with 3hinulin simultaneously in rabbits or dogs,0,,"[(-1, -1)]"
thus radioimmunoassay is a reliable rapid and relatively economical method which could be used for serological screening of primates entering experimental colonies to identify those which might be potential sources of outbreaks through activation of latent simian varicella virus infection,0,,"[(-1, -1)]"
newborn northern fur seals callorhinus ursinusdo they suffer from cold,0,,"[(-1, -1)]"
the binding of vinblastine to both human and rabbit platelets was identical with maximal binding occurring within 10 min at 600 microgramml vinblastine,0,,"[(-1, -1)]"
at 1 and 3 months after extraction a actinomycetemcomitans and p gingivalis could not be detected in any of these patients on the oral mucous membranes and in saliva while from all patients still p intermedia mean 3 and the other blackpigmented prevotella species mean 4 could be isolated,0,,"[(-1, -1)]"
human neutrophils stimulated with paf in the range of 105 to 107 m for 15 min released small quantities of leukotriene b4 and its omegaoxidation products 20oh and 20coohleukotriene b4 in amounts that were detectable by enzyme immunoassay,0,,"[(-1, -1)]"
aphidicolin a tetracyclic diterpenoid obtained from the culture filtrates of cephalosporium aphidicola and other fungi inhibits the growth of eukaryotic cells and of certain animal viruses sv40 herpes and vaccinia viruses by selectively inhibiting the cellular replicative dna polymerase alpha or the viralinduced dna polymerases,0,,"[(-1, -1)]"
two new heteromorphic deutonymphs hypopi acarina hypoderidae from the great frigatebird fregata minor,0,,"[(-1, -1)]"
antibody labeling of the calciumbinding protein calbindin 28kd cabp and gammaaminobutyric acid gaba is altered by shortterm monocular deprivation in the lateral geniculate nucleus and visual cortex of adult primates,0,,"[(-1, -1)]"
when human embryonic fibroblasts hef were infected with herpes simplex virus type 2 hsv2 replicative viral dna synthesis and some repair synthesis of cellular dna were induced at the early stage of infection but almost all dna synthesis at the late stage of infection was derived from repair synthesis of cellular and viral dna y,0,,"[(-1, -1)]"
coherin a substance isolated from the bovine posterior pituitary gland exists as a complex which is dissociated to yield at least two distinct enteroactive polypeptides coherin a and b and a third having little or no activity coherin c the effects of intravenous injection of nondissociated coherin coherin g25 coherin a coherin b vasopressin and normal saline solution on the ber of the ileal biebl loop in fasting dogs were investigated,0,,"[(-1, -1)]"
prolongation of human skin graft survival by lowdose rabbit antithymocyte globulin,0,,"[(-1, -1)]"
disappearance of mouse igg from glomerular deposits indicating a dissociation of immune complexes was observed following incubation of kidney sections with an excess of mouse igg mouse fc fragments rat igg and rat fc fragments but not with human and rabbit cohn fractionii fii dna nucleohistone and pbs,0,,"[(-1, -1)]"
the effect of two different regimens of intravenous infusion of amino acids on glomerular filtration rate gfr renal plasma flow rpf tubular sodium and water handling judged from the clearance of lithium cli and plasma concentrations of angiotensin ii ang ii aldosterone aldo arginine vasopressin avp atrial natriuretic peptide anp growth hormone gh and glucagon was investigated in healthy humans,0,,"[(-1, -1)]"
the experimental vaccine protected the ewes in groups a and b against challenge with c psittaci ovis as none showed clinical signs of oea or excreted chlamydiae,0,,"[(-1, -1)]"
nucleotide sequence of regions homologous to nifh nitrogenase fe protein from the nitrogenfixing archaebacteria methanococcus thermolithotrophicus and methanobacterium ivanovii evolutionary implications,0,,"[(-1, -1)]"
not only putrescine and spermidine but also homospermidine were found in the photosynthetic eubacteria especially in the n2fixing species rhodospirillum and chromatium,0,,"[(-1, -1)]"
thus in germany too t gondii infection in sheep during pregnancy should be considered as a possible cause of abortions particularly in case of abortions of unknown genesis,0,,"[(-1, -1)]"
an xray microscopic study of the pattern and distribution of capillary beds in the atria of the human heart,0,,"[(-1, -1)]"
histological preparation of the echinococcus sp tapeworms staining affinity of the adult form,0,,"[(-1, -1)]"
the prophylactic use of drugs which are active against pneumocystis and toxoplasma has proven to be efficient,0,,"[(-1, -1)]"
these results are in good agreement with reports of the immunohistochemical localization of chat and provide further evidence that cholinergic neurons are present within neocortex but not hippocampus,0,,"[(-1, -1)]"
clostridium botulinum type f seasonal inhibition by bacillus licheniformis,0,,"[(52, 59), (0, 10)]"
histological studies on the neuroendocrine organs and retrocerebal complex of crynodes peregrinus fuessly chrysomelidaecoleopt,0,,"[(-1, -1)]"
activity of human hippocampal formation and amygdala neurons during sleep,0,,"[(-1, -1)]"
inbred iiij strain of rabbits were sensitized with an intravitreal injection of 103 pfu of type 1 herpes simplex virus hsv and sensitized cervical lymph node ln cells were obtained on postinfection day 12,0,,"[(-1, -1)]"
analogous indirect evidence for structural mobility of the clusters comes from exafs measurements of zn7metallothionein and from measurements of the perturbed angular correlation of gammarays pac emission of 111mcdmetallothionein,0,,"[(-1, -1)]"
these data in addition to earlier analogous data from young kittens and cats reared with monocular lid suture suggest the following sequelae during postnatal development the retinogeniculate x arbors mature first and develop exuberant arbors that are later competitively pruned as the y axons expand their innervation of the lateral geniculate nucleus monocular lid suture prevents the y axons from succeeding in this competition so they fail to establish normal arbors and cannot reduce the exuberant x arbors monocular enucleation offers a less resistant path in the denervated laminae for the rapidly growing y arbors from the remaining eye and the expansion of these arbors there reduces the competitive pressure on the exuberant x arbors,0,,"[(-1, -1)]"
rabies in african wild dogs lycaon pictus in the serengeti region tanzania,0,,"[(-1, -1)]"
of the total episodes studied the types of infection studied included vesicular pyoderma 48 secondary pyoderma 13 bullous pyoderma 5 furunculosis 14 carbunculosis 12 cellulitis 3 suppurative otitis media 4 and paronychia 2,0,,"[(-1, -1)]"
the pathogenesis and cellular localization of juvenile hormone esterase jhe was examined in larvae of the moth trichoplusia ni infected with a recombinant baculovirus autographa californica nuclear polyhedrosis virus acnpv engineered to produce high levels of jhe jhe virus,0,,"[(-1, -1)]"
subcutaneous or intraperitoneal injection of recombinant human granulocytemacrophage colonystimulating factor interleukin 3 or mouse tumour necrosis factor alpha but not recombinant human interferon gamma plateletderived growth factor or transforming growth factor beta caused selective eosinophilia of the pulmonary airways in the guinea pig,0,,"[(-1, -1)]"
bracken from eastern australia contained concentrations of ptaquiloside ranging from 0 to 12945 micrograms ptg,0,,"[(-1, -1)]"
in the higher fungi the plectenchymata are seen in the highest rhodophyta and phaeophyta the cauloid rhizoid and other plant pseudotissues develop,0,,"[(-1, -1)]"
edta not only blocks the horseradish peroxidase hrpcatalyzed iodide oxidation to i3 but also causes an enzymatic conversion of oxidized iodine species to iodide banerjee r k de s k bose a k and datta a g 1986 j biol,0,,"[(-1, -1)]"
the antithrombotic effects after intravenous administration of a low molecular weight heparin lhn1 and conventional heparin were compared in a rabbit model of experimental thrombosis where thrombus formation was induced by a combination of endothelial damage and stasis,0,,"[(-1, -1)]"
thrombolysis with recombinant human singlechain urokinasetype plasminogen activator rscupa doseresponse in dogs with coronary artery thrombosis,0,,"[(-1, -1)]"
although of low pathogenic potential this rapidly growing nontuberculous mycobacterium does cause human disease particularly in the compromised host and should be considered as a potential cause of peritonitis in the chronic peritoneal dialysis patient,0,,"[(-1, -1)]"
it has been demonstrated that under ironrestricted conditions bordetella pertussis can take up iron from human transferrin within 30 min of exposure,0,,"[(-1, -1)]"
aflatoxin m1 was identified as a minor metabolite formed by the in vitro incubation of aflatoxin b1 with the postmitochondrial fraction or microsomes from rainbow trout salmo gairdneri liver,0,,"[(-1, -1)]"
a specific circulating antigen in hamsters infected with schistosoma mansoni,0,,"[(-1, -1)]"
we have uncoupled transcriptional and posttranscriptional regulation by using a drosophila hsp70human h3 histone fusion gene that produces a marked human h3 histone mrna upon heat induction,0,,"[(-1, -1)]"
binding sites for atrial natriuretic factor anf and angiotensin ii a ii were localized and quantified in renal and adrenal tissue of the urodele ambystoma mexicanum by quantitative in vitro autoradiography using 125iratanf99126 and 125ival5a ii or 125ihuman a ii as labeled ligands,0,,"[(-1, -1)]"
